site,veg_type,exp,location,soil_moisture,pH,plot_Id,unique_plotID,unique_sampID,treatment,myc_assoc,isolate,isolate_myc,mel_status,harvest_date,mass_remaining ,mt.mo,incub_period.days,incub_period.wks,relative_period.months,incub_period.years,notes
moores creek,Forest,MC_forest,AM_3,4.466666667,5.45,3,4,MCFor_408,AM_tree,AM,Mel_Black,AM_MB,melanized ,8/14/17,32.47968103,0.32479681,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_4,12.2,4.59,4,5,MCFor_418,AM_tree,AM,Mel_Black,AM_MB,melanized ,8/14/17,30.38280307,0.303828031,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_5,8.2,4.27,5,7,MCFor_430,AM_tree,AM,Mel_Black,AM_MB,melanized ,8/14/17,39.86265023,0.398626502,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_6,7.1,5.39,6,9,MCFor_441,AM_tree,AM,Mel_Black,AM_MB,melanized ,8/14/17,22.16107064,0.221610706,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_7,8.166666667,4.4,7,11,MCFor_455,AM_tree,AM,Mel_Black,AM_MB,melanized ,8/14/17,44.02582997,0.4402583,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_8,9.966666667,3.94,8,13,MCFor_465,AM_tree,AM,Mel_Black,AM_MB,melanized ,8/14/17,26.80155642,0.268015564,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_1,2.833333333,3.45,1,1,MCFor_389,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,29.83614196,0.29836142,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_2,1.833333333,3.4,2,3,MCFor_400,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,32.38781862,0.323878186,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_4,2.833333333,3.48,4,6,MCFor_419,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,35.63343576,0.356334358,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_5,3,3.55,5,8,MCFor_431,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,40.20968239,0.402096824,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_6,6,3.38,6,10,MCFor_443,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,29.27225597,0.29272256,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_7,2.233333333,3.52,7,12,MCFor_454,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,40.28454047,0.402845405,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_8,4.533333333,3.13,8,14,MCFor_466,EM_tree,EM,Mel_Black,EM_MB,melanized ,8/14/17,31.87994166,0.318799417,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_2,5,5.94,2,2,MCFor_394,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,18.16646373,0.181664637,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_3,4.466666667,5.45,3,4,MCFor_406,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,13.09216193,0.130921619,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_4,12.2,4.59,4,5,MCFor_413,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,18.1007597,0.181007597,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_5,8.2,4.27,5,7,MCFor_427,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,21.61866294,0.216186629,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_6,7.1,5.39,6,9,MCFor_434,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,6.290916134,0.062909161,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_7,8.166666667,4.4,7,11,MCFor_448,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,13.15936478,0.131593648,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,AM_8,9.966666667,3.94,8,13,MCFor_459,AM_tree,AM,Mort,AM_Mort,non-melanized,8/14/17,13.77910448,0.137791045,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_1,2.833333333,3.45,1,1,MCFor_387,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,17.85387583,0.178538758,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_2,1.833333333,3.4,2,3,MCFor_393,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,18.13816605,0.18138166,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_4,2.833333333,3.48,4,6,MCFor_414,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,24.85767746,0.248576775,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_5,3,3.55,5,8,MCFor_423,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,17.31989258,0.173198926,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_6,6,3.38,6,10,MCFor_437,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,12.17923411,0.121792341,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_7,2.233333333,3.52,7,12,MCFor_449,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,17.86849462,0.178684946,31,4.428571429,1.033333333,0.116981132,
moores creek,Forest,MC_forest,EM_8,4.533333333,3.13,8,14,MCFor_458,EM_tree,EM,Mort,EM_Mort,non-melanized,8/14/17,13.05627361,0.130562736,31,4.428571429,1.033333333,0.116981132,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,1,22, CCP2_80,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,1,23, CCP2_86,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,1,24, CCP2_92,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,2,25, CCP2_116,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,2,26, CCP2_122,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,2,27, CCP2_128,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,3,30, CCP2_144,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,35.15625,0.3515625,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,3,28, CCP2_152,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,3,29, CCP2_158,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,4,32, CCP2_172,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,22.60536398,0.22605364,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,4,31, CCP2_187,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,4,33, CCP2_199,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,5,36, CCP2_206,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,9.652509653,0.096525097,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,5,35, CCP2_208,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,17.05426357,0.170542636,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,5,34, CCP2_224,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,6,39, CCP2_242,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,11.50793651,0.115079365,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,6,38, CCP2_244,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,18.50393701,0.18503937,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,6,37, CCP2_257,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,1,22, CCP2_82,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,1,23, CCP2_88,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,1,24, CCP2_94,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,2,25, CCP2_118,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,2,26, CCP2_124,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,2,27, CCP2_130,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,3,30, CCP2_137,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,25.20325203,0.25203252,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,3,28, CCP2_154,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,3,29, CCP2_160,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,4,32, CCP2_178,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,33.84615385,0.338461538,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,4,31, CCP2_189,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,4,33, CCP2_202,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,5,35, CCP2_212,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,24.80620155,0.248062016,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,5,36, CCP2_221,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,42.08494208,0.420849421,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,5,34, CCP2_226,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,6,38, CCP2_250,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,34.765625,0.34765625,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,6,39, CCP2_252,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,41.12903226,0.411290323,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,6,37, CCP2_259,AM_grass,AM,Mel_Black,AM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,1,22, CCP2_81,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,1,23, CCP2_87,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,1,24, CCP2_93,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,2,25, CCP2_117,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,2,26, CCP2_123,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,2,27, CCP2_129,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,3,30, CCP2_134,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,3.088803089,0.030888031,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,3,28, CCP2_153,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,3,29, CCP2_159,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,4,32, CCP2_171,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,22.39382239,0.223938224,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,4,31, CCP2_188,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,4,33, CCP2_200,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,5,35, CCP2_207,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,13.2,0.132,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,5,36, CCP2_210,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,22.56809339,0.225680934,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,5,34, CCP2_225,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,6,38, CCP2_245,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,19.84126984,0.198412698,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,6,37, CCP2_258,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,6,39, CCP2_271,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,1,22, CCP2_83,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,1,23, CCP2_89,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,1,24, CCP2_95,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,2,25, CCP2_119,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,2,26, CCP2_125,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,2,27, CCP2_131,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,3,30, CCP2_141,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,30.76923077,0.307692308,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,3,28, CCP2_155,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,3,29, CCP2_161,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,4,32, CCP2_181,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,44.921875,0.44921875,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,4,31, CCP2_190,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,4,33, CCP2_203,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,5,36, CCP2_213,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,25.57251908,0.255725191,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,5,35, CCP2_216,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,30.5019305,0.305019305,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,5,34, CCP2_227,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,6,38, CCP2_253,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,43.51145038,0.435114504,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,6,37, CCP2_260,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,6,39, CCP2_274,EM_forb,EM,Mel_Black,EM_MB,melanized ,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,1,22, CCP2_84,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,1,23, CCP2_90,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,1,24, CCP2_96,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,2,25, CCP2_120,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,2,26, CCP2_126,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,2,27, CCP2_132,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,3,30, CCP2_139,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,25.86872587,0.258687259,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,3,28, CCP2_156,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,3,29, CCP2_162,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,4,32, CCP2_173,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,23.4375,0.234375,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,4,31, CCP2_191,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,4,33, CCP2_204,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,5,36, CCP2_217,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,31.27413127,0.312741313,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,5,35, CCP2_218,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,32.93172691,0.329317269,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,5,34, CCP2_228,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,6,38, CCP2_246,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,20.54263566,0.205426357,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,6,39, CCP2_247,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,24.61538462,0.246153846,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,6,37, CCP2_261,AM_grass,AM,Mort,AM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,1,22, CCP2_85,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,1,23, CCP2_91,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,1,24, CCP2_97,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,2,25, CCP2_121,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,2,26, CCP2_127,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,2,27, CCP2_133,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,3,30, CCP2_138,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,25.698413,0.25698413,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,3,28, CCP2_157,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,3,29, CCP2_163,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,4,32, CCP2_177,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,31.49606299,0.31496063,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,4,31, CCP2_192,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,4,33, CCP2_205,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,5,35, CCP2_211,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,23.46153846,0.234615385,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,5,36, CCP2_214,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,26.953125,0.26953125,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,5,34, CCP2_229,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,6,38, CCP2_248,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,29.08366534,0.290836653,34,4.857142857,1.133333333,0.093150685,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,6,37, CCP2_262,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
