location,site,exp,location,soil_moisture,pH,plot_Id_pair,unique_plotID,unique_sampID,treatment,myc_assoc,isolate,mel_status,harvest_date,incub_period.days,incub_period.wks,incub_period.months,incub_period.years,mass_remaining ,mt.mo,notes
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.533420323,5.5,Oak_1,15,CCSav_279,AM_grass,AM,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,10,0.1,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.533420323,5.5,Oak_1,15,CCSav_282,AM_grass,AM,Mort,non-melanized,,56,8,1.866666667,0.153424658,12.5,0.125,
cedar creek,Oak Savanna,CC_savanna,transect_20m,10.89403234,5.035,Oak_2,16,CCSav_349,AM_grass,AM,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,46.2962963,0.462962963,
cedar creek,Oak Savanna,CC_savanna,transect_20m,10.89403234,5.035,Oak_2,16,CCSav_337,AM_grass,AM,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,23.46153846,0.234615385,
cedar creek,Oak Savanna,CC_savanna,transect_20m,10.89403234,5.035,Oak_2,16,CCSav_336,AM_grass,AM,Mort,non-melanized,,14,2,0.466666667,0.038356164,23.2,0.232,
cedar creek,Oak Savanna,CC_savanna,transect_20m,13.25310614,5.035,Oak_2,16,CCSav_342,AM_grass,AM,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,28.46153846,0.284615385,
cedar creek,Oak Savanna,CC_savanna,transect_20m,13.25310614,5.035,Oak_2,16,CCSav_316,AM_grass,AM,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,12,0.12,
cedar creek,Oak Savanna,CC_savanna,transect_20m,13.25310614,5.035,Oak_2,16,CCSav_324,AM_grass,AM,Mort,non-melanized,,28,4,0.933333333,0.076712329,18,0.18,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.92370218,5.035,Oak_2,16,CCSav_327,AM_grass,AM,Mel_Black,melanized ,,42,6,1.4,0.115068493,19.62962963,0.196296296,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.92370218,5.035,Oak_2,16,CCSav_314,AM_grass,AM,Mel_White,non-melanized,,42,6,1.4,0.115068493,1.2,0.012,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.92370218,5.035,Oak_2,16,CCSav_330,AM_grass,AM,Mort,non-melanized,,42,6,1.4,0.115068493,20.38461538,0.203846154,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.80215701,5.035,Oak_2,16,CCSav_341,AM_grass,AM,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,27.85714286,0.278571429,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.80215701,5.035,Oak_2,16,CCSav_325,AM_grass,AM,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,19.2,0.192,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.80215701,5.035,Oak_2,16,CCSav_321,AM_grass,AM,Mort,non-melanized,,56,8,1.866666667,0.153424658,16,0.16,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.687178126,5.215,Oak_3,17,CCSav_385,AM_grass,AM,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,59.6,0.596,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.687178126,5.215,Oak_3,17,CCSav_372,AM_grass,AM,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,30.37037037,0.303703704,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.687178126,5.215,Oak_3,17,CCSav_369,AM_grass,AM,Mort,non-melanized,,14,2,0.466666667,0.038356164,28.07692308,0.280769231,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.73112918,5.215,Oak_3,17,CCSav_378,AM_grass,AM,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,32.91666667,0.329166667,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.73112918,5.215,Oak_3,17,CCSav_367,AM_grass,AM,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,24.58333333,0.245833333,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.73112918,5.215,Oak_3,17,CCSav_366,AM_grass,AM,Mort,non-melanized,,28,4,0.933333333,0.076712329,23.75,0.2375,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.597276914,5.215,Oak_3,17,CCSav_373,AM_grass,AM,Mel_Black,melanized ,,42,6,1.4,0.115068493,30.41666667,0.304166667,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.597276914,5.215,Oak_3,17,CCSav_350,AM_grass,AM,Mel_White,non-melanized,,42,6,1.4,0.115068493,11.25,0.1125,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.597276914,5.215,Oak_3,17,CCSav_357,AM_grass,AM,Mort,non-melanized,,42,6,1.4,0.115068493,18.07692308,0.180769231,
cedar creek,Oak Savanna,CC_savanna,transect_20m,4.537862517,5.215,Oak_3,17,CCSav_364,AM_grass,AM,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,23.46153846,0.234615385,
cedar creek,Oak Savanna,CC_savanna,transect_20m,4.537862517,5.215,Oak_3,17,CCSav_352,AM_grass,AM,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,12.8,0.128,
cedar creek,Oak Savanna,CC_savanna,transect_20m,4.537862517,5.215,Oak_3,17,CCSav_351,AM_grass,AM,Mort,non-melanized,,56,8,1.866666667,0.153424658,12.5,0.125,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.921294392,5.565,Oak_1,15,CCSav_303,forest_grassland,mixed,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,23.84615385,0.238461538,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.921294392,5.565,Oak_1,15,CCSav_308,forest_grassland,mixed,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,25.83333333,0.258333333,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.921294392,5.565,Oak_1,15,CCSav_299,forest_grassland,mixed,Mort,non-melanized,,14,2,0.466666667,0.038356164,21.2,0.212,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.23158644,5.565,Oak_1,15,CCSav_302,forest_grassland,mixed,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,23.33333333,0.233333333,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.23158644,5.565,Oak_1,15,CCSav_295,forest_grassland,mixed,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,19.6,0.196,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.23158644,5.565,Oak_1,15,CCSav_296,forest_grassland,mixed,Mort,non-melanized,,28,4,0.933333333,0.076712329,20,0.2,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.45205832,5.565,Oak_1,15,CCSav_306,forest_grassland,mixed,Mel_Black,melanized ,,42,6,1.4,0.115068493,25,0.25,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.45205832,5.565,Oak_1,15,CCSav_290,forest_grassland,mixed,Mel_White,non-melanized,,42,6,1.4,0.115068493,15.38461538,0.153846154,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.45205832,5.565,Oak_1,15,CCSav_283,forest_grassland,mixed,Mort,non-melanized,,42,6,1.4,0.115068493,12.5,0.125,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.13484562,5.565,Oak_1,15,CCSav_278,forest_grassland,mixed,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,9.166666667,0.091666667,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.13484562,5.565,Oak_1,15,CCSav_280,forest_grassland,mixed,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,10,0.1,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.13484562,5.565,Oak_1,15,CCSav_281,forest_grassland,mixed,Mort,non-melanized,,56,8,1.866666667,0.153424658,10,0.1,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.748146731,4.375,Oak_2,16,CCSav_347,forest_grassland,mixed,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,39.16666667,0.391666667,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.748146731,4.375,Oak_2,16,CCSav_346,forest_grassland,mixed,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,32.4,0.324,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.748146731,4.375,Oak_2,16,CCSav_340,forest_grassland,mixed,Mort,non-melanized,,14,2,0.466666667,0.038356164,26,0.26,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.75083693,4.375,Oak_2,16,CCSav_333,forest_grassland,mixed,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,21.53846154,0.215384615,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.75083693,4.375,Oak_2,16,CCSav_329,forest_grassland,mixed,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,20.37037037,0.203703704,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.75083693,4.375,Oak_2,16,CCSav_335,forest_grassland,mixed,Mort,non-melanized,,28,4,0.933333333,0.076712329,22.59259259,0.225925926,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.09645189,4.375,Oak_2,16,CCSav_332,forest_grassland,mixed,Mel_Black,melanized ,,42,6,1.4,0.115068493,21.15384615,0.211538462,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.09645189,4.375,Oak_2,16,CCSav_334,forest_grassland,mixed,Mel_White,non-melanized,,42,6,1.4,0.115068493,21.66666667,0.216666667,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.09645189,4.375,Oak_2,16,CCSav_345,forest_grassland,mixed,Mort,non-melanized,,42,6,1.4,0.115068493,30,0.3,
cedar creek,Oak Savanna,CC_savanna,transect_5m,6.335447925,4.375,Oak_2,16,CCSav_322,forest_grassland,mixed,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,17.6,0.176,
cedar creek,Oak Savanna,CC_savanna,transect_5m,6.335447925,4.375,Oak_2,16,CCSav_317,forest_grassland,mixed,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,12.30769231,0.123076923,
cedar creek,Oak Savanna,CC_savanna,transect_5m,6.335447925,4.375,Oak_2,16,CCSav_320,forest_grassland,mixed,Mort,non-melanized,,56,8,1.866666667,0.153424658,15.6,0.156,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.49136151,4.265,Oak_3,17,CCSav_383,forest_grassland,mixed,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,48.14814815,0.481481481,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.49136151,4.265,Oak_3,17,CCSav_377,forest_grassland,mixed,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,32.8,0.328,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.49136151,4.265,Oak_3,17,CCSav_358,forest_grassland,mixed,Mort,non-melanized,,14,2,0.466666667,0.038356164,18.07692308,0.180769231,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.08803086,4.265,Oak_3,17,CCSav_380,forest_grassland,mixed,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,34.28571429,0.342857143,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.08803086,4.265,Oak_3,17,CCSav_371,forest_grassland,mixed,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,30,0.3,
cedar creek,Oak Savanna,CC_savanna,transect_5m,12.08803086,4.265,Oak_3,17,CCSav_362,forest_grassland,mixed,Mort,non-melanized,,28,4,0.933333333,0.076712329,21.15384615,0.211538462,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.23381782,4.265,Oak_3,17,CCSav_376,forest_grassland,mixed,Mel_Black,melanized ,,42,6,1.4,0.115068493,32,0.32,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.23381782,4.265,Oak_3,17,CCSav_360,forest_grassland,mixed,Mel_White,non-melanized,,42,6,1.4,0.115068493,19.16666667,0.191666667,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.23381782,4.265,Oak_3,17,CCSav_361,forest_grassland,mixed,Mort,non-melanized,,42,6,1.4,0.115068493,19.62962963,0.196296296,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.71415755,4.265,Oak_3,17,CCSav_368,forest_grassland,mixed,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,26.8,0.268,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.71415755,4.265,Oak_3,17,CCSav_359,forest_grassland,mixed,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,18.88888889,0.188888889,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.71415755,4.265,Oak_3,17,CCSav_354,forest_grassland,mixed,Mort,non-melanized,,56,8,1.866666667,0.153424658,17.08333333,0.170833333,
